0,doc-0,0
1,doc-1,0
2,doc-2,0
3,doc-3,0
4,doc-4,0
5,doc-5,0
6,doc-6,0
7,doc-7,0
8,doc-8,0
9,doc-9,0
10,doc-10,1
11,doc-11,1
12,doc-12,1
13,doc-13,1
14,doc-14,1
15,doc-15,1
16,doc-16,1
17,doc-17,1
18,doc-18,1
19,doc-19,1
20,doc-20,2
21,doc-21,2
22,doc-22,2
23,doc-23,2
24,doc-24,2
25,doc-25,2
26,doc-26,2
27,doc-27,2
28,doc-28,2
29,doc-29,2
30,doc-30,3
31,doc-31,3
32,doc-32,3
33,doc-33,3
34,doc-34,3
35,doc-35,3
36,doc-36,3
37,doc-37,3
38,doc-38,3
39,doc-39,3
40,doc-40,4
41,doc-41,4
42,doc-42,4
43,doc-43,4
44,doc-44,4
45,doc-45,4
46,doc-46,4
47,doc-47,4
48,doc-48,4
49,doc-49,4
50,doc-50,5
51,doc-51,5
52,doc-52,5
53,doc-53,5
54,doc-54,5
55,doc-55,5
56,doc-56,5
57,doc-57,5
58,doc-58,5
59,doc-59,5
60,doc-60,6
61,doc-61,6
62,doc-62,6
63,doc-63,6
64,doc-64,6
65,doc-65,6
66,doc-66,6
67,doc-67,6
68,doc-68,6
69,doc-69,6
70,doc-70,7
71,doc-71,7
72,doc-72,7
73,doc-73,7
74,doc-74,7
75,doc-75,7
76,doc-76,7
77,doc-77,7
78,doc-78,7
79,doc-79,7
80,doc-80,8
81,doc-81,8
82,doc-82,8
83,doc-83,8
84,doc-84,8
85,doc-85,8
86,doc-86,8
87,doc-87,8
88,doc-88,8
89,doc-89,8
90,doc-90,9
91,doc-91,9
92,doc-92,9
93,doc-93,9
94,doc-94,9
95,doc-95,9
96,doc-96,9
97,doc-97,9
98,doc-98,9
99,doc-99,9
100,doc-100,10
101,doc-101,10
102,doc-102,10
103,doc-103,10
104,doc-104,10
105,doc-105,10
106,doc-106,10
107,doc-107,10
108,doc-108,10
109,doc-109,10
110,doc-110,11
111,doc-111,11
112,doc-112,11
113,doc-113,11
114,doc-114,11
115,doc-115,11
116,doc-116,11
117,doc-117,11
118,doc-118,11
119,doc-119,11
120,doc-120,12
121,doc-121,12
122,doc-122,12
123,doc-123,12
124,doc-124,12
125,doc-125,12
126,doc-126,12
127,doc-127,12
128,doc-128,12
129,doc-129,12
130,doc-130,13
131,doc-131,13
132,doc-132,13
133,doc-133,13
134,doc-134,13
135,doc-135,13
136,doc-136,13
137,doc-137,13
138,doc-138,13
139,doc-139,13
140,doc-140,14
141,doc-141,14
142,doc-142,14
143,doc-143,14
144,doc-144,14
145,doc-145,14
146,doc-146,14
147,doc-147,14
148,doc-148,14
149,doc-149,14
150,doc-150,15
151,doc-151,15
152,doc-152,15
153,doc-153,15
154,doc-154,15
155,doc-155,15
156,doc-156,15
157,doc-157,15
158,doc-158,15
159,doc-159,15
160,doc-160,16
161,doc-161,16
162,doc-162,16
163,doc-163,16
164,doc-164,16
165,doc-165,16
166,doc-166,16
167,doc-167,16
168,doc-168,16
169,doc-169,16
170,doc-170,17
171,doc-171,17
172,doc-172,17
173,doc-173,17
174,doc-174,17
175,doc-175,17
176,doc-176,17
177,doc-177,17
178,doc-178,17
179,doc-179,17
180,doc-180,18
181,doc-181,18
182,doc-182,18
183,doc-183,18
184,doc-184,18
185,doc-185,18
186,doc-186,18
187,doc-187,18
188,doc-188,18
189,doc-189,18
190,doc-190,19
191,doc-191,19
192,doc-192,19
193,doc-193,19
194,doc-194,19
195,doc-195,19
196,doc-196,19
197,doc-197,19
198,doc-198,19
199,doc-199,19
200,doc-200,20
201,doc-201,20
202,doc-202,20
203,doc-203,20
204,doc-204,20
205,doc-205,20
206,doc-206,20
207,doc-207,20
208,doc-208,20
209,doc-209,20
210,doc-210,21
211,doc-211,21
212,doc-212,21
213,doc-213,21
214,doc-214,21
215,doc-215,21
216,doc-216,21
217,doc-217,21
218,doc-218,21
219,doc-219,21
220,doc-220,22
221,doc-221,22
222,doc-222,22
223,doc-223,22
224,doc-224,22
225,doc-225,22
226,doc-226,22
227,doc-227,22
228,doc-228,22
229,doc-229,22
